id,class,method,allPerm,dangerousPerm,permTag
551,android.telephony.SmsManager,injectSmsPdu,MODIFY_PHONE_STATE;,,"
<p>Requires permission: <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#MODIFY_PHONE_STATE"">Manifest.permission.MODIFY_PHONE_STATE</a></code> or carrier
 privileges per <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#hasCarrierPrivileges()"">TelephonyManager.hasCarrierPrivileges()</a></code>.

 </p>"
552,android.telephony.SmsManager,sendDataMessage,SEND_SMS;,SEND_SMS;,"
<p class=""note""><strong>Note:</strong> Using this method requires that your app has the
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#SEND_SMS"">Manifest.permission.SEND_SMS</a></code> permission.</p>"
553,android.telephony.SmsManager,sendMultipartTextMessage,SEND_SMS;,SEND_SMS;,"
<p class=""note""><strong>Note:</strong> Using this method requires that your app has the
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#SEND_SMS"">Manifest.permission.SEND_SMS</a></code> permission.</p>"
554,android.telephony.SmsManager,sendTextMessage,SEND_SMS;,SEND_SMS;,"
<p class=""note""><strong>Note:</strong> Using this method requires that your app has the
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#SEND_SMS"">Manifest.permission.SEND_SMS</a></code> permission.</p>"
555,android.telephony.SmsManager,sendTextMessageWithoutPersisting,MODIFY_PHONE_STATE;SEND_SMS;,SEND_SMS;,"
<p>Requires Permission: Both <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#SEND_SMS"">Manifest.permission.SEND_SMS</a></code> and
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#MODIFY_PHONE_STATE"">Manifest.permission.MODIFY_PHONE_STATE</a></code>, or that the calling app has carrier
 privileges (see <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#hasCarrierPrivileges()"">TelephonyManager#hasCarrierPrivileges</a></code>), or that the calling app is
 the default IMS app (see
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/CarrierConfigManager#KEY_CONFIG_IMS_PACKAGE_OVERRIDE_STRING"">CarrierConfigManager#KEY_CONFIG_IMS_PACKAGE_OVERRIDE_STRING</a></code>).
 </p>
<code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#MODIFY_PHONE_STATE"">Manifest.permission.MODIFY_PHONE_STATE</a></code>
<code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#SEND_SMS"">Manifest.permission.SEND_SMS</a></code>"
556,android.telephony.SmsManager,setSmscAddress,MODIFY_PHONE_STATE;,,"
<p class=""note""><strong>Note:</strong> Using this method requires that your app is the
 default SMS application, or has <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#MODIFY_PHONE_STATE"">Manifest.permission.MODIFY_PHONE_STATE</a></code>
 permission, or has the carrier privileges.</p>
<code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#MODIFY_PHONE_STATE"">Manifest.permission.MODIFY_PHONE_STATE</a></code>"
557,android.telephony.SubscriptionInfo,getIccId,READ_PHONE_STATE;,READ_PHONE_STATE;,"
<p>Returns the ICC ID.

 Starting with API level 29 Security Patch 2021-04-05, returns the ICC ID if the calling app
 has been granted the READ_PRIVILEGED_PHONE_STATE permission, has carrier privileges (see
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#hasCarrierPrivileges()"">TelephonyManager#hasCarrierPrivileges</a></code>), or is a device owner or profile owner that
 has been granted the READ_PHONE_STATE permission. The profile owner is an app that owns a
 managed profile on the device; for more details see <a href=""https://developer.android.google.cn/work/managed-profiles"">Work profiles</a>. Profile
 owner access is deprecated and will be removed in a future release.</p>"
558,android.telephony.SubscriptionInfo,getNumber,READ_PHONE_STATE;READ_SMS;READ_PHONE_NUMBERS;,READ_PHONE_STATE;READ_SMS;READ_PHONE_NUMBERS;,"
<ul>
     <li>If the calling app""s target SDK is API level 29 or lower and the app has been granted
     the READ_PHONE_STATE permission.
     </li><li>If the calling app has been granted any of READ_PRIVILEGED_PHONE_STATE,
     READ_PHONE_NUMBERS, or READ_SMS.
     </li><li>If the calling app has carrier privileges (see <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#hasCarrierPrivileges()"">TelephonyManager.hasCarrierPrivileges()</a></code>).
     </li><li>If the calling app is the default SMS role holder.
 </li></ul>"
559,android.telephony.SubscriptionManager,addSubscriptionsIntoGroup,MODIFY_PHONE_STATE;,,"
<p>Add a list of subscriptions into a group.
 See <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/SubscriptionManager#createSubscriptionGroup(java.util.List&lt;java.lang.Integer&gt;)"">createSubscriptionGroup(java.util.List)</a></code> for more details.

 Caller will either have <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#MODIFY_PHONE_STATE"">Manifest.permission.MODIFY_PHONE_STATE</a></code>
 permission or had carrier privilege permission on the subscriptions:
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#hasCarrierPrivileges()"">TelephonyManager#hasCarrierPrivileges()</a></code> or
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/SubscriptionManager#canManageSubscription(android.telephony.SubscriptionInfo)"">canManageSubscription(android.telephony.SubscriptionInfo)</a></code>

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#MODIFY_PHONE_STATE"">Manifest.permission.MODIFY_PHONE_STATE</a></code></p>"
560,android.telephony.SubscriptionManager,createSubscriptionGroup,MODIFY_PHONE_STATE;,,"
<p>Inform SubscriptionManager that subscriptions in the list are bundled
 as a group. It can be multiple primary (non-opportunistic) subscriptions,
 or one or more primary plus one or more opportunistic subscriptions.

 This API will always create a new immutable group and assign group UUID to all the
 subscriptions, regardless whether they are in a group already or not.

 Grouped subscriptions will have below behaviors:
 1) They will share the same user settings.
 2) The opportunistic subscriptions in the group is considered invisible and will not
    return from <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/SubscriptionManager#getActiveSubscriptionInfoList()"">getActiveSubscriptionInfoList()</a></code>, unless caller has carrier
    privilege permission of the subscriptions.
 3) The opportunistic subscriptions in the group can""t be active by itself. If all other
    non-opportunistic ones are deactivated (unplugged or disabled in Settings),
    the opportunistic ones will be deactivated automatically.

 Caller will either have <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#MODIFY_PHONE_STATE"">Manifest.permission.MODIFY_PHONE_STATE</a></code>
 permission or had carrier privilege permission on the subscriptions:
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#hasCarrierPrivileges()"">TelephonyManager#hasCarrierPrivileges()</a></code> or
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/SubscriptionManager#canManageSubscription(android.telephony.SubscriptionInfo)"">canManageSubscription(android.telephony.SubscriptionInfo)</a></code>

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#MODIFY_PHONE_STATE"">Manifest.permission.MODIFY_PHONE_STATE</a></code></p>"
561,android.telephony.SubscriptionManager,getActiveSubscriptionInfo,READ_PHONE_STATE;,READ_PHONE_STATE;,"
<p>Requires Permission: <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_PHONE_STATE"">READ_PHONE_STATE</a></code>
 or that the calling app has carrier privileges (see
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#hasCarrierPrivileges()"">TelephonyManager#hasCarrierPrivileges</a></code>).

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_PHONE_STATE"">Manifest.permission.READ_PHONE_STATE</a></code></p>"
562,android.telephony.SubscriptionManager,getActiveSubscriptionInfoCount,READ_PHONE_STATE;,READ_PHONE_STATE;,"
<p>Requires Permission: <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_PHONE_STATE"">READ_PHONE_STATE</a></code>
 or that the calling app has carrier privileges (see
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#hasCarrierPrivileges()"">TelephonyManager#hasCarrierPrivileges</a></code>). In the latter case, the count will include
 only those subscriptions accessible to the caller.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_PHONE_STATE"">Manifest.permission.READ_PHONE_STATE</a></code></p>"
563,android.telephony.SubscriptionManager,getActiveSubscriptionInfoForSimSlotIndex,READ_PHONE_STATE;,READ_PHONE_STATE;,"
<p>Requires Permission: <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_PHONE_STATE"">READ_PHONE_STATE</a></code>
 or that the calling app has carrier privileges (see
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#hasCarrierPrivileges()"">TelephonyManager#hasCarrierPrivileges</a></code>).

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_PHONE_STATE"">Manifest.permission.READ_PHONE_STATE</a></code></p>"
564,android.telephony.SubscriptionManager,getActiveSubscriptionInfoList,READ_PHONE_STATE;,READ_PHONE_STATE;,"
<p>Requires Permission: <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_PHONE_STATE"">READ_PHONE_STATE</a></code>
 or that the calling app has carrier privileges (see
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#hasCarrierPrivileges()"">TelephonyManager#hasCarrierPrivileges</a></code>). In the latter case, only records accessible
 to the calling app are returned.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_PHONE_STATE"">Manifest.permission.READ_PHONE_STATE</a></code></p>"
565,android.telephony.SubscriptionManager,getCompleteActiveSubscriptionInfoList,READ_PHONE_STATE;,READ_PHONE_STATE;,"
<p>Requires Permission: <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_PHONE_STATE"">READ_PHONE_STATE</a></code>
 or that the calling app has carrier privileges (see
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#hasCarrierPrivileges()"">TelephonyManager#hasCarrierPrivileges</a></code>). In the latter case, only records accessible
 to the calling app are returned.</p>"
566,android.telephony.SubscriptionManager,getOpportunisticSubscriptions,READ_PHONE_STATE;,READ_PHONE_STATE;,"
<p>Requires Permission:
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_PHONE_STATE"">READ_PHONE_STATE</a></code>
 or that the calling app has carrier privileges (see
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#hasCarrierPrivileges()"">TelephonyManager#hasCarrierPrivileges</a></code>).

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_PHONE_STATE"">Manifest.permission.READ_PHONE_STATE</a></code></p>"
567,android.telephony.SubscriptionManager,getSubscriptionsInGroup,READ_PHONE_STATE;,READ_PHONE_STATE;,"
<p>Get subscriptionInfo list of subscriptions that are in the same group of given subId.
 See <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/SubscriptionManager#createSubscriptionGroup(java.util.List&lt;java.lang.Integer&gt;)"">createSubscriptionGroup(java.util.List)</a></code> for more details.

 Caller will either have <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_PHONE_STATE"">Manifest.permission.READ_PHONE_STATE</a></code>
 permission or had carrier privilege permission on the subscription.
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#hasCarrierPrivileges()"">TelephonyManager#hasCarrierPrivileges()</a></code>

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_PHONE_STATE"">Manifest.permission.READ_PHONE_STATE</a></code></p>"
568,android.telephony.SubscriptionManager,isActiveSubscriptionId,READ_PHONE_STATE;,READ_PHONE_STATE;,"
<p>Checks if the supplied subscription ID corresponds to a subscription which is actively in
 use on the device. An active subscription ID is a valid and usable subscription ID.

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#READ_PHONE_STATE"">Manifest.permission.READ_PHONE_STATE</a></code></p>
<table class=""responsive"">
      <tbody><tr><th colspan=""2"">Returns</th></tr>
      <tr>
        <td><code dir=""ltr"" translate=""no"">boolean</code></td>
        <td width=""100%""><code dir=""ltr"" translate=""no"">true</code> if the supplied subscription ID corresponds to an active subscription;
 <code dir=""ltr"" translate=""no"">false</code> if it does not correspond to an active subscription; or throw a
 SecurityException if the caller hasn""t got the right permission.<p></p></td>
      </tr>
    </tbody></table>"
569,android.telephony.SubscriptionManager,removeSubscriptionsFromGroup,MODIFY_PHONE_STATE;,,"
<p>Remove a list of subscriptions from their subscription group.
 See <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/SubscriptionManager#createSubscriptionGroup(java.util.List&lt;java.lang.Integer&gt;)"">createSubscriptionGroup(java.util.List)</a></code> for more details.

 Caller will either have <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#MODIFY_PHONE_STATE"">Manifest.permission.MODIFY_PHONE_STATE</a></code>
 permission or had carrier privilege permission on the subscriptions:
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/TelephonyManager#hasCarrierPrivileges()"">TelephonyManager#hasCarrierPrivileges()</a></code> or
 <code dir=""ltr"" translate=""no""><a href=""/reference/android/telephony/SubscriptionManager#canManageSubscription(android.telephony.SubscriptionInfo)"">canManageSubscription(android.telephony.SubscriptionInfo)</a></code>

 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#MODIFY_PHONE_STATE"">Manifest.permission.MODIFY_PHONE_STATE</a></code></p>"
570,android.telephony.SubscriptionManager,setDeviceToDeviceStatusSharingContacts,MODIFY_PHONE_STATE;,,"
<p>Set the list of contacts that allow device to device status sharing for a subscription ID.
 The setting app uses this method to indicate with whom they wish to share device to device
 status information.
 <br/>
 Requires <code dir=""ltr"" translate=""no""><a href=""/reference/android/Manifest.permission#MODIFY_PHONE_STATE"">Manifest.permission.MODIFY_PHONE_STATE</a></code></p>"
